REF_DATE,GEO,DGUID,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2003,Newfoundland and Labrador,10,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41130493,2.1.19.7,79.3
2005,Newfoundland and Labrador,10,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41130493,2.1.19.7,78.7
2003,Newfoundland and Labrador,10,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41248771,2.1.19.9,1
2005,Newfoundland and Labrador,10,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41248771,2.1.19.9,1
2005,Newfoundland and Labrador,10,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41248772,2.1.19.12,0
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41133551,7.1.2.1,88287
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41133551,7.1.2.1,88489
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41133552,7.1.2.2,85293
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41133552,7.1.2.2,85570
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41133553,7.1.2.3,91282
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41133553,7.1.2.3,91407
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41133555,7.1.2.5,73.9
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41133555,7.1.2.5,75.3
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41133556,7.1.2.6,71.4
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41133556,7.1.2.6,72.8
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41133557,7.1.2.7,76.4
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41133557,7.1.2.7,77.8
2003,Prince Edward Island,11,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41250125,7.1.2.9,0
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41250125,7.1.2.9,0
2005,Prince Edward Island,11,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41250126,7.1.2.12,0
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41133679,7.1.18.1,16403
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41133679,7.1.18.1,18434
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41133680,7.1.18.2,13919
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41133680,7.1.18.2,16010
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41133681,7.1.18.3,18887
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41133681,7.1.18.3,20858
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41133683,7.1.18.5,15.4
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41133683,7.1.18.5,17.6
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41133684,7.1.18.6,13.1
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41133684,7.1.18.6,15.3
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41133685,7.1.18.7,17.7
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41133685,7.1.18.7,19.9
2003,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41250155,7.1.18.9,-1
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41250155,7.1.18.9,-1
2005,Prince Edward Island,11,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41250156,7.1.18.12,0
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41133687,7.1.19.1,84209
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41133687,7.1.19.1,86590
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41133688,7.1.19.2,81297
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41133688,7.1.19.2,83473
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41133689,7.1.19.3,87122
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41133689,7.1.19.3,89708
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41133691,7.1.19.5,70.5
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41133691,7.1.19.5,73.7
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41133692,7.1.19.6,68.1
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41133692,7.1.19.6,71.1
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41133693,7.1.19.7,73
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41133693,7.1.19.7,76.4
2003,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41250157,7.1.19.9,1
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41250157,7.1.19.9,1
2005,Prince Edward Island,11,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41250158,7.1.19.12,0
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41136751,12.1.2.1,572756
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41136751,12.1.2.1,564476
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41136752,12.1.2.2,559373
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41136752,12.1.2.2,550801
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41136753,12.1.2.3,586139
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41136753,12.1.2.3,578150
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41136755,12.1.2.5,71.8
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41136755,12.1.2.5,70.9
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41136756,12.1.2.6,70.1
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41136756,12.1.2.6,69.2
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41136757,12.1.2.7,73.5
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41136757,12.1.2.7,72.6
2003,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41251511,12.1.2.9,0
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41251511,12.1.2.9,-1
2005,Nova Scotia by Zone,12,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41251512,12.1.2.12,0
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41136879,12.1.18.1,137547
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41136879,12.1.18.1,150708
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41136880,12.1.18.2,126793
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41136880,12.1.18.2,138409
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41136881,12.1.18.3,148301
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41136881,12.1.18.3,163006
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41136883,12.1.18.5,19.1
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41136883,12.1.18.5,20.9
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41136884,12.1.18.6,17.6
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41136884,12.1.18.6,19.2
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41136885,12.1.18.7,20.6
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v41136885,12.1.18.7,22.6
2003,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41251541,12.1.18.9,-1
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Statistically different from the Canada rate,Number,223,units,0,v41251541,12.1.18.9,-1
2005,Nova Scotia by Zone,12,"Life stress, quite a lot (18 years and over)",Statistically different from previous cycle,Number,223,units,0,v41251542,12.1.18.12,0
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41136887,12.1.19.1,545711
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Number of persons,Number,223,units,0,v41136887,12.1.19.1,561251
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41136888,12.1.19.2,530456
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, number of persons",Number,223,units,0,v41136888,12.1.19.2,547809
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41136889,12.1.19.3,560966
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, number of persons",Number,223,units,0,v41136889,12.1.19.3,574693
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41136891,12.1.19.5,68.4
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Percent,Percent,239,units,0,v41136891,12.1.19.5,70.5
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41136892,12.1.19.6,66.5
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"Low 95% confidence interval, percent",Percent,239,units,0,v41136892,12.1.19.6,68.8
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41136893,12.1.19.7,70.3
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,"High 95% confidence interval, percent",Percent,239,units,0,v41136893,12.1.19.7,72.2
2003,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41251543,12.1.19.9,1
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Statistically different from the Canada rate,Number,223,units,0,v41251543,12.1.19.9,1
2005,Nova Scotia by Zone,12,Very strong or somewhat strong sense of belonging to local community,Statistically different from previous cycle,Number,223,units,0,v41251544,12.1.19.12,0
2003,New Brunswick,13,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41141231,29.1.2.1,416873
2005,New Brunswick,13,Very good or excellent self-rated mental health,Number of persons,Number,223,units,0,v41141231,29.1.2.1,436422
2003,New Brunswick,13,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41141232,29.1.2.2,405212
2005,New Brunswick,13,Very good or excellent self-rated mental health,"Low 95% confidence interval, number of persons",Number,223,units,0,v41141232,29.1.2.2,425627
2003,New Brunswick,13,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41141233,29.1.2.3,428534
2005,New Brunswick,13,Very good or excellent self-rated mental health,"High 95% confidence interval, number of persons",Number,223,units,0,v41141233,29.1.2.3,447217
2003,New Brunswick,13,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41141235,29.1.2.5,65.3
2005,New Brunswick,13,Very good or excellent self-rated mental health,Percent,Percent,239,units,0,v41141235,29.1.2.5,68.4
2003,New Brunswick,13,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41141236,29.1.2.6,63.5
2005,New Brunswick,13,Very good or excellent self-rated mental health,"Low 95% confidence interval, percent",Percent,239,units,0,v41141236,29.1.2.6,66.7
2003,New Brunswick,13,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41141237,29.1.2.7,67.1
2005,New Brunswick,13,Very good or excellent self-rated mental health,"High 95% confidence interval, percent",Percent,239,units,0,v41141237,29.1.2.7,70.1
2003,New Brunswick,13,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41253513,29.1.2.9,-1
2005,New Brunswick,13,Very good or excellent self-rated mental health,Statistically different from the Canada rate,Number,223,units,0,v41253513,29.1.2.9,-1
2005,New Brunswick,13,Very good or excellent self-rated mental health,Statistically different from previous cycle,Number,223,units,0,v41253514,29.1.2.12,1
2003,New Brunswick,13,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41141359,29.1.18.1,141320
2005,New Brunswick,13,"Life stress, quite a lot (18 years and over)",Number of persons,Number,223,units,0,v41141359,29.1.18.1,115783
2003,New Brunswick,13,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41141360,29.1.18.2,131366
2005,New Brunswick,13,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v41141360,29.1.18.2,106550
2003,New Brunswick,13,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41141361,29.1.18.3,151275
2005,New Brunswick,13,"Life stress, quite a lot (18 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v41141361,29.1.18.3,125017
2003,New Brunswick,13,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41141363,29.1.18.5,24.4
2005,New Brunswick,13,"Life stress, quite a lot (18 years and over)",Percent,Percent,239,units,0,v41141363,29.1.18.5,20
2003,New Brunswick,13,"Life stress, quite a lot (18 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v41141364,29.1.18.6,22.7
